;Species;Gene;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
59;;COX1;cytochrome c oxidase subunit 1 [Odontotermes sp. BDIT087];39;10;17;14;2;8;10;46;17;38;60;9;31;41;27;40;40;15;15;36
60;;COX1;cytochrome c oxidase subunit 1 [Microcerotermes parvus];37;10;18;14;2;7;10;46;16;39;60;9;31;44;27;40;39;15;15;35
61;;COX1;cytochrome c oxidase subunit I [Macrotermes annandalei];39;10;20;14;2;8;10;45;16;38;57;9;33;43;27;40;38;15;15;35
62;;COX1;cytochrome c oxidase subunit 1 [Odontotermes nr. pauperans RDCT160];38;10;18;14;2;8;10;46;17;38;58;9;32;42;27;39;41;15;15;36
63;;COX1;cytochrome c oxidase subunit I [Microtermes obesi];39;10;18;14;2;8;10;45;16;37;56;9;34;43;27;42;39;15;15;36
64;;COX1;cytochrome c oxidase subunit I [Cryptotermes declivis];40;9;19;15;2;9;9;44;16;44;58;8;31;41;27;42;34;15;16;35
65;;COX1;cytochrome c oxidase subunit I [Euhamitermes hamatus];39;10;18;14;2;7;11;45;16;38;58;9;32;44;27;39;38;15;15;37
66;;COX1;cytochrome c oxidase subunit I [Macrotermes muelleri];38;10;18;14;2;8;10;45;16;38;56;9;34;43;27;41;39;15;15;36
67;;COX1;cytochrome c oxidase subunit 1 [Odontotermes sp. D TB-2017];37;10;19;14;2;8;10;45;16;37;57;10;33;42;27;40;41;15;15;37
68;;COX1;cytochrome c oxidase subunit 1 [Microtermes sp. B TB-2017];39;10;19;14;2;8;10;45;16;37;56;9;34;43;27;41;38;15;15;36
69;;COX1;cytochrome c oxidase subunit 1 [Macrotermes sp. B TB-2017];39;10;19;14;2;8;10;45;16;38;56;9;33;44;27;40;39;15;15;35
70;;COX1;cytochrome c oxidase subunit I [Macrotermes falciger];39;10;19;14;2;8;10;45;16;38;56;9;34;44;27;40;39;15;15;35
71;;COX1;cytochrome c oxidase subunit I [Pseudacanthotermes spiniger];39;10;19;14;2;8;10;45;16;36;59;9;32;43;27;41;39;15;15;35
72;;COX1;cytochrome c oxidase subunit I [Macrotermes barneyi];39;10;19;14;2;8;10;45;16;38;57;9;33;43;27;40;39;15;15;35
73;;COX1;cytochrome c oxidase subunit I [Macrotermes vitrialatus];38;10;18;14;2;8;10;45;16;38;55;9;34;44;27;41;39;15;15;36
74;;COX1;cytochrome c oxidase subunit I [Macrotermes carbonarius];39;10;19;14;2;8;10;45;16;39;56;9;33;44;27;40;38;15;15;35
75;;COX1;cytochrome c oxidase subunit I [Macrotermes yunnanensis];39;10;19;14;2;8;10;45;16;39;57;9;33;43;27;40;39;15;15;34
76;;COX1;cytochrome c oxidase subunit 1 [Nasutitermes matangensis];37;10;18;14;2;7;10;45;16;38;57;9;32;44;28;41;39;15;15;37
77;;COX1;cytochrome c oxidase subunit I [Ophiotermes grandilabius];37;10;18;14;2;7;10;45;16;39;58;9;32;44;27;41;39;15;15;36
78;;COX1;cytochrome c oxidase subunit I [Cornitermes cumulans];37;10;18;14;2;7;10;45;16;40;58;9;32;44;27;40;40;15;15;35
79;;COX1;cytochrome c oxidase subunit I [Cylindrotermes parvignathus];36;10;18;14;2;7;10;45;16;38;57;9;32;44;27;41;41;15;15;37
80;;COX1;cytochrome c oxidase subunit I [Ephelotermes taylori];38;10;18;14;2;7;10;44;16;41;57;9;32;44;27;41;40;15;15;34
81;;COX1;cytochrome c oxidase subunit I [Ephelotermes melachoma];38;10;17;14;2;7;10;44;16;41;57;9;32;44;27;42;40;15;15;34
82;;COX1;cytochrome c oxidase subunit I [Drepanotermes sp. SLC-2012];37;10;18;14;2;7;10;45;16;37;57;9;33;44;27;41;38;15;15;39
83;;COX1;cytochrome c oxidase subunit 1 [Pericapritermes sp. A TB-2017];37;10;17;14;2;7;10;45;16;39;58;10;32;44;27;39;40;15;15;37
84;;COX1;cytochrome c oxidase subunit I [Pericapritermes dolichocephalus];38;10;18;14;2;7;10;45;16;39;57;9;33;44;27;39;40;15;15;36
85;;COX1;cytochrome c oxidase subunit I [Furculitermes winifredae];37;10;18;14;2;7;10;45;16;37;58;9;32;44;27;41;39;15;15;38
86;;COX1;cytochrome c oxidase subunit 1 [Dicuspiditermes sp. 2 TB-2017];36;10;18;14;2;7;10;45;16;38;56;9;32;43;27;40;42;15;16;38
87;;COX1;cytochrome c oxidase subunit I [Nasutitermes matangensis];37;10;18;14;2;7;10;45;16;38;57;9;32;44;28;40;40;15;15;37
88;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis raffrayi];10;8;8;9;2;10;12;8;6;22;23;6;17;10;12;20;20;6;8;11
89;;COX2;cytochrome oxidase subunit II, partial [Blattella bisignata];15;7;11;11;2;8;11;7;6;31;26;5;13;11;10;17;13;6;8;10
90;;COX2;cytochrome oxidase subunit II, partial [Haplosymploce aurantiaca];15;7;16;10;2;7;9;7;5;27;26;5;13;11;11;14;9;5;8;11
91;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis raffrayi];10;8;8;9;2;10;12;8;6;21;23;6;17;10;12;20;20;6;8;12
92;;COX2;cytochrome oxidase subunit II, partial [Blattella germanica];15;7;11;12;2;8;10;7;6;30;27;5;12;11;10;17;13;6;8;10
93;;COX2;COX2 gene product [Blattella germanica];15;7;11;12;2;8;10;7;6;30;27;5;13;11;10;17;13;6;8;10
94;;COX2;cytochrome oxidase subunit II, partial [Blattella germanica];15;7;11;12;2;8;10;7;6;30;27;5;13;11;10;17;13;6;9;10
95;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis raffrayi];9;8;8;9;2;10;12;8;6;21;23;6;17;10;12;20;21;6;8;12
96;;COX2;cytochrome oxidase subunit II, partial [Blattella germanica];15;7;11;12;2;8;9;7;6;30;27;5;13;11;10;17;13;6;8;10
97;;COX2;cytochrome oxidase subunit II, partial [Blattella germanica];15;7;11;12;2;8;9;7;6;29;27;5;13;11;10;14;13;6;8;10
98;;COX2;cytochrome oxidase subunit II, partial [Coptotermes acinaciformis];10;8;8;9;2;10;11;8;6;21;23;6;15;10;12;19;20;6;8;12
99;;COX2;cytochrome oxidase subunit II, partial [Coptotermes acinaciformis];10;8;8;11;2;10;12;8;6;21;23;6;17;10;12;22;20;7;8;12
100;;COX2;cytochrome oxidase subunit II, partial [Lobopterella dimidiatipes];12;7;16;9;2;7;9;7;5;29;28;6;12;12;12;14;9;5;7;10
101;;COX2;cytochrome oxidase subunit 2, partial [Lobopterella dimidiatipes];12;7;19;9;2;7;10;7;5;31;28;6;13;12;12;15;11;6;7;10
102;;COX2;cytochrome c oxidase subunit II [Blattella bisignata];15;7;11;11;2;8;11;7;6;30;26;5;14;11;10;17;12;6;8;11
103;;COX2;cytochrome oxidase subunit II, partial [Perisphaeria cf. substylifera SR-2005];9;7;14;9;2;7;10;8;6;32;20;4;18;12;11;13;19;6;8;8
104;;COX2;cytochrome oxidase subunit II, partial [Blattella nipponica];15;7;12;10;2;8;11;7;6;31;26;5;13;11;10;17;13;6;8;10
105;;COX2;cytochrome c oxidase subunit II [Coptotermes remotus];11;8;8;9;2;10;12;8;6;20;24;6;16;10;12;19;20;6;8;13
106;;COX2;cytochrome c oxidase subunit 2 [Coptotermes kalshoveni];10;8;8;9;2;10;12;8;6;21;24;6;16;10;12;19;21;6;8;12
107;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;6;20;22;6;17;10;12;21;20;6;8;13
108;;COX2;cytochrome oxidase subunit II [Paratropes sp. 1 DJGI-2006];11;7;17;10;2;8;10;7;5;31;20;8;15;13;10;15;14;6;8;11
109;;COX2;cytochrome c oxidase subunit 2 [Coptotermes sepangensis];10;8;8;9;2;10;12;8;6;20;24;6;16;10;12;19;21;6;8;13
110;;COX2;cytochrome c oxidase subunit II [Coptotermes travians];11;8;8;9;2;10;12;8;6;20;25;6;14;10;12;19;21;6;8;13
111;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;6;22;22;6;17;10;12;21;20;6;8;11
112;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;6;22;22;6;17;10;12;21;20;6;8;11
113;;COX2;cytochrome c oxidase subunit II [Coptotermes sepangensis];10;8;8;9;2;10;12;8;6;19;24;6;16;10;12;19;21;6;8;14
114;;COX2;cytochrome oxidase subunit II, partial [Coptotermes kalshoveni];10;8;8;9;2;10;12;8;6;21;24;6;15;10;12;19;19;6;8;12
115;;COX2;cytochrome c oxidase subunit II, partial [Blattella asahinai];15;7;10;11;2;8;9;7;6;26;27;4;13;10;10;14;13;5;8;10
116;;COX2;cytochrome oxidase subunit II, partial [Perisphaeria cf. scabrella SR-2005];10;7;13;9;2;7;9;8;6;33;22;6;16;13;11;14;15;6;8;8
117;;COX2;cytochrome c oxidase subunit II [Coptotermes michaelseni];10;8;8;9;2;10;12;8;5;20;23;6;17;11;12;20;21;6;8;12
118;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis raffrayi];10;8;8;9;2;10;12;8;6;21;22;6;17;10;12;21;20;6;8;12
119;;COX2;cytochrome c oxidase subunit II [Coptotermes kalshoveni];10;8;8;9;2;10;12;8;7;21;24;6;16;10;12;19;21;6;7;12
120;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;6;21;22;6;17;10;12;20;21;6;8;12
121;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;6;21;23;6;16;10;12;21;20;6;8;12
122;;COX2;cytochrome c oxidase subunit 2 [Stylotermes sp. CN14];11;7;8;8;2;8;15;9;6;22;25;6;13;10;12;17;22;6;10;11
123;;COX2;cytochrome oxidase subunit II, partial [Temnopteryx sp. 1 DJGI-2006];14;7;18;12;2;8;10;7;5;28;24;7;16;12;10;17;14;7;8;12
124;;COX2;cytochrome oxidase subunit II, partial [Coptotermes sp.];11;8;8;9;2;10;11;8;6;21;22;6;17;10;12;21;20;6;8;13
125;;COX2;cytochrome oxidase subunit 2, partial [Blattella lituricollis];15;7;12;11;2;7;10;7;7;31;27;5;13;11;10;17;13;6;8;9
126;;COX2;cytochrome oxidase subunit II, partial [Episymploce kunmingi];16;7;17;10;2;7;10;7;5;29;27;6;13;11;10;17;10;6;8;10
127;;COX2;cytochrome oxidase subunit II, partial [Coptotermes acinaciformis];10;8;8;9;2;10;11;8;6;21;22;6;16;10;12;20;20;6;8;12
128;;COX2;cytochrome oxidase subunit II, partial [Lobopterella dimidiatipes];11;7;16;9;2;7;9;7;5;30;28;6;12;12;12;15;9;5;7;10
129;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;6;21;22;6;16;10;12;20;20;6;8;12
130;;COX2;cytochrome oxidase subunit II, partial [Coptotermes travians];10;8;8;9;2;11;11;9;6;20;23;5;13;11;12;17;20;4;8;12
131;;COX2;cytochrome oxidase subunit II, partial [Coptotermes acinaciformis];10;8;8;9;2;10;11;8;6;21;22;5;16;10;12;19;20;6;8;11
132;;COX2;cytochrome oxidase subunit II, partial [Coptotermes sp. AP01];10;8;8;11;2;10;12;8;6;21;22;6;17;10;12;23;20;7;8;12
133;;COX2;cytochrome oxidase subunit II, partial [Perisphaerinae sp. MNHN BL155];12;7;12;10;2;7;10;7;5;36;23;4;15;11;11;15;13;6;10;8
134;;COX2;cytochrome oxidase subunit II, partial [Coptotermes michaelseni];10;8;8;9;2;10;11;8;5;20;21;6;17;11;13;19;20;6;8;12
135;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;7;10;2;10;12;8;7;21;22;6;17;10;12;21;20;6;7;12
136;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;7;21;22;6;17;10;12;21;20;6;7;12
137;;COX2;cytochrome oxidase subunit II [Neotemnopteryx sp. B];13;7;16;11;2;7;10;7;5;29;28;7;13;11;11;14;14;6;8;9
138;;COX2;cytochrome oxidase subunit II, partial [Episymploce mamillatus];16;7;18;10;2;7;10;7;5;29;27;6;13;11;10;16;10;6;8;10
139;;COX2;cytochrome oxidase subunit II, partial [Coptotermes acinaciformis];10;8;8;9;2;10;11;8;7;21;22;6;16;10;12;20;20;6;7;12
140;;COX2;cytochrome oxidase II, partial [Salganea taylori];9;7;15;10;3;7;10;7;5;33;25;7;14;12;10;16;13;6;9;10
141;;COX2;cytochrome oxidase subunit II, partial [Shelfordina volubilis];8;7;17;10;3;8;8;7;5;31;26;6;13;12;10;14;12;5;8;8
142;;COX2;cytochrome oxidase subunit II, partial [Episymploce hunanensis];16;7;18;10;2;7;10;7;5;28;27;6;13;12;10;16;10;6;8;10
143;;COX2;cytochrome oxidase subunit II, partial [Coptotermes lacteus];12;8;9;9;2;10;11;8;6;21;24;6;14;10;12;17;18;5;8;11
144;;COX2;cytochrome c oxidase subunit 2 [Coptotermes brunneus];10;8;8;9;2;10;12;8;6;21;22;6;17;10;12;20;21;6;8;12
145;;COX2;cytochrome oxidase subunit II, partial [Shelfordina volubilis];8;7;17;10;3;8;8;7;5;32;26;6;13;12;10;14;12;5;8;8
146;;COX2;cytochrome oxidase subunit II [Neotemnopteryx styliparedra];13;7;17;10;2;7;11;7;5;28;25;6;13;13;11;15;13;6;8;11
147;;COX2;cytochrome c oxidase subunit II [Coptotermes lacteus];12;8;9;9;2;10;12;8;6;21;24;6;16;10;12;18;20;6;8;11
148;;COX2;cytochrome c oxidase subunit 2 [Coptotermes acinaciformis acinaciformis];10;8;8;9;2;10;12;8;7;21;22;6;16;10;12;21;21;6;7;12
149;;COX2;cytochrome oxidase subunit II, partial [Coptotermes sp. Ma79Cp];11;8;9;9;2;10;12;8;6;21;23;5;16;10;12;20;20;6;8;12
150;;COX2;cytochrome oxidase subunit II, partial [Coptotermes lacteus];12;8;9;9;2;10;11;8;6;21;23;6;16;10;12;17;20;6;8;11
151;;COX2;cytochrome oxidase subunit II, partial [Coptotermes acinaciformis];10;8;8;9;2;10;11;8;6;20;22;6;17;10;12;20;20;6;8;12
152;;COX2;cytochrome oxidase subunit II, partial [Geoscapheus robustus];12;7;17;10;2;7;10;7;5;31;22;7;16;12;10;17;13;6;9;8
153;;COX2;cytochrome oxidase subunit II, partial [Coptotermes lacteus];11;8;9;9;2;10;11;8;6;21;24;5;15;10;12;16;20;6;8;11
154;;COX2;cytochrome oxidase subunit II, partial [Coptotermes lacteus];12;8;9;9;2;10;11;8;6;21;23;5;16;10;12;16;20;6;8;11
155;;COX2;cytochrome oxidase subunit II, partial [Anaplectoidea spinea];13;7;18;9;3;7;9;7;5;29;22;5;16;13;12;17;15;6;8;6
156;;COX2;cytochrome oxidase subunit II, partial [Panesthiinae sp. FL-2014];12;7;18;9;2;7;9;7;5;31;21;6;15;14;10;17;16;6;8;7
157;;COX2;cytochrome oxidase subunit II, partial [Panesthia birmanica];12;7;18;11;2;7;9;7;5;31;21;6;16;14;10;20;16;7;8;7
158;;COX2;cytochrome oxidase subunit II, partial [Coptotermes formosanus];10;8;8;9;2;10;11;7;6;21;23;5;14;10;12;19;21;6;8;12
159;;COX2;cytochrome oxidase subunit II [Neotemnopteryx sp. A];13;7;16;11;2;7;10;7;5;28;28;7;13;12;11;13;15;6;8;9
160;;COX2;cytochrome oxidase subunit II [Symploce pallens];12;7;16;12;2;7;9;7;5;30;27;5;13;11;10;18;13;6;8;10
161;;COX2;cytochrome oxidase subunit II, partial [Pronauphoeta cf. viridula MNHN BL126];13;7;18;10;2;7;9;7;5;29;23;3;13;12;10;16;15;6;8;11
162;;COX2;cytochrome c oxidase subunit II [Macrotermes vitrialatus];11;7;10;11;2;11;9;8;6;21;21;6;15;10;11;19;20;6;7;15
163;;COX2;cytochrome c oxidase subunit 2 [Coptotermes sp. ISO777];11;8;9;9;2;10;12;8;6;20;23;6;17;10;12;19;20;6;8;12
164;;COX2;COX2 gene product [Coptotermes formosanus];10;8;8;9;2;10;12;8;6;21;24;6;14;10;12;20;21;6;8;13
165;;COX2;cytochrome c oxidase subunit 2 [Stylotermes sp. TW5238];11;7;8;8;2;8;15;9;6;23;25;6;12;10;12;17;21;6;10;12
166;;COX2;cytochrome oxidase II, partial [Salganea rossi];13;7;16;10;2;6;10;7;6;32;25;6;14;12;10;17;10;6;9;10
167;;COX2;cytochrome oxidase subunit II [Coptotermes formosanus];10;8;8;11;2;11;12;8;6;21;25;7;14;10;12;23;21;7;8;15
168;;COX2;cytochrome c oxidase subunit 2, partial [Stylotermes halumicus];11;7;8;8;2;8;15;9;6;23;25;6;12;10;12;18;21;6;10;12
169;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes putorius];17;4;9;3;1;8;8;19;14;24;27;4;8;21;11;18;28;13;11;14
170;;COX3;cytochrome c oxidase subunit 3 [Schedorhinotermes lamanianus];17;4;9;3;1;8;8;19;14;24;26;4;9;21;11;19;27;13;11;14
171;;COX3;cytochrome c oxidase subunit 3 [Rugitermes sp. A TB-2014];13;4;8;3;1;10;10;21;14;23;29;4;9;23;9;21;21;13;11;15
172;;COX3;cytochrome c oxidase subunit 3 [Serritermes serrifer];18;4;6;4;1;8;8;18;14;16;30;4;15;23;9;23;27;13;9;12
173;;COX3;cytochrome c oxidase subunit 3 [Heterogamodes hebraica];13;4;10;3;1;7;7;18;15;24;33;4;16;21;9;18;22;13;9;11
174;;COX3;cytochrome c oxidase subunit 3 [Amitermes sp. 3 TB-2017];18;4;7;5;1;9;8;21;14;16;31;4;8;24;10;16;27;13;9;17
175;;COX3;cytochrome c oxidase subunit III [Odontotermes mathuri];17;4;9;4;1;9;8;20;14;20;27;4;13;23;9;18;27;13;9;13
176;;COX3;cytochrome c oxidase subunit III [Polyphaga plancyi];14;4;10;5;1;7;7;17;15;26;30;4;16;23;10;17;23;13;10;10
177;;COX3;cytochrome c oxidase subunit 3 [Parrhinotermes microdentiformis];16;4;8;4;1;8;8;20;15;21;28;4;11;22;11;18;24;13;10;16
178;;COX3;cytochrome c oxidase subunit 3 [Patawatermes sp. A TB-2017];16;4;7;5;1;9;8;20;14;17;32;3;6;24;9;15;29;13;9;19
179;;COX3;cytochrome c oxidase subunit 3 [Parrhinotermes browni];16;4;9;3;1;8;9;19;15;22;28;3;12;22;11;19;24;13;10;14
