Species	A_both	T_both	G_both	C_both	A_fr	T_fr	G_fr	C_fr	Taxonomy	Sociality	Termites
BDIT101_Anenteotermes_polyscolus_1	1165	223	146	212	0.667239404352806	0.127720504009164	0.0836197021764032	0.121420389461627	Apicotermitinae	2	1
BDIT102_Microcerotermes_fuscotibialis_1	1230	149	157	274	0.679558011049724	0.0823204419889503	0.0867403314917127	0.151381215469613	Microcerotermes	2	1
BDIT106_Cubitermes_oblectatus_1	1217	217	106	178	0.708381839348079	0.126309662398137	0.0616996507566938	0.10360884749709	Cubitermitinae	2	1
BDIT108_Foraminitermes_rhinoceros_1	1278	141	132	247	0.710789766407119	0.078420467185762	0.0734149054505006	0.137374860956618	Foraminitermitinae	2	1
BDIT109_Aderitotermes_sp_1	1207	231	91	182	0.705435417884278	0.135008766803039	0.0531852717708942	0.106370543541788	Apicotermitinae	2	1
BDIT112_Astalotermes_murcus_1	1223	228	65	192	0.716042154566745	0.133489461358314	0.038056206088993	0.112412177985948	Apicotermitinae	2	1
BDIT114_Trinevitermes_sp.A_1	1255	198	67	219	0.721679125934445	0.113858539390454	0.0385278895917194	0.125934445083381	Nasutitermitinae	2	1
BDIT120_Astalotermes_sp._1	1213	260	67	147	0.719027860106698	0.15411973918198	0.039715471250741	0.0871369294605809	Apicotermitinae	2	1
BDIT121_Alyscotermes_sp.B_1	1188	235	100	194	0.691904484566104	0.136866627839255	0.05824111822947	0.112987769365172	Apicotermitinae	2	1
BDIT129_Macrotermes_vitrialatus_Burundi_1	1296	132	94	246	0.733031674208145	0.0746606334841629	0.0531674208144796	0.139140271493213	Macrotermitinae	2	1
BDIT27_Coptotermes_sjosdteti_Burundi_1	1274	122	163	266	0.698082191780822	0.0668493150684931	0.0893150684931507	0.145753424657534	Coptotermitinae	2	1
BDIT8-M2A_Coptotermes_amanii_1	1352	121	97	277	0.731997834325934	0.065511640498105	0.0525175961017867	0.149972929074174	Coptotermitinae	2	1
BDIT8-M2B_Microtermes_sp_Burundi_1	1286	144	111	258	0.714841578654808	0.0800444691495275	0.0617009449694275	0.143413007226237	Macrotermitinae	2	1
Beybienkoa_karandanensis_1	756	366	47	288	0.518874399450927	0.251201098146877	0.032258064516129	0.197666437886067	Ectobiidae1	0	0
Bifid_1	1056	243	95	280	0.630824372759857	0.145161290322581	0.0567502986857826	0.16726403823178	Kalotermitidae	1	1
BLA48_Laxta_sp._1	826	436	31	194	0.555480833893746	0.293207800941493	0.0208473436449227	0.130464021519839	Blaberidae	0	0
Blatella_germanica_1	747	522	46	105	0.526056338028169	0.367605633802817	0.0323943661971831	0.073943661971831	Ectobiidae1	0	0
BRA12_Aparatermes_sp.A_1	1138	318	172	147	0.64112676056338	0.179154929577465	0.0969014084507042	0.0828169014084507	Apicotermitinae	2	1
BRA13_Spinitermes_sp.A_1	1211	191	143	244	0.676914477361655	0.106763555058692	0.0799329234209055	0.136389044158748	Termes-group	2	1
BRA15_Glyptotermes_1	1158	237	72	196	0.696331930246542	0.142513529765484	0.0432952495490078	0.117859290438966	Kalotermitidae	1	1
BRA1_Constrictotermes_cyphergaster_1	1174	193	114	250	0.678220681686886	0.111496244945118	0.0658578856152513	0.144425187752744	Nasutitermitinae	2	1
BRA28_Anoplotermes-group_sp.I_1	1187	286	184	143	0.659444444444444	0.158888888888889	0.102222222222222	0.0794444444444444	Apicotermitinae	2	1
BRA29_Labiotermes_sp._1	1158	255	110	196	0.673647469458988	0.148342059336824	0.0639906922629436	0.114019778941245	Syntermitinae	2	1
BRA2_Inquilinitermes_sp._1	1188	191	150	237	0.672706681766704	0.108154020385051	0.0849377123442809	0.134201585503964	Termes-group	2	1
BRA31_Serritermes_serrifer_1	1140	166	157	301	0.646258503401361	0.0941043083900227	0.0890022675736961	0.170634920634921	Serritermitidae	1	1
BRA3_Cornitermes_cumulans_1	1212	242	82	186	0.70383275261324	0.140534262485482	0.0476190476190476	0.10801393728223	Syntermitinae	2	1
BRA7_Patawatermes_sp.A_1	1203	276	156	152	0.673195299384443	0.154448796866256	0.0872971460548405	0.08505875769446	Apicotermitinae	2	1
BRA8_Labiotermes_sp._1	1170	229	95	216	0.684210526315789	0.133918128654971	0.0555555555555556	0.126315789473684	Syntermitinae	2	1
BRU3_Amitermes_dentatus_1	1277	173	63	197	0.746783625730994	0.101169590643275	0.0368421052631579	0.115204678362573	Amitermes-group	2	1
BRU6_Nasutitermes_matangensis_1	1178	176	176	289	0.647608576140737	0.0967564595931831	0.0967564595931831	0.158878504672897	Nasutitermitinae	2	1
BRU8_Hospitalitermes_hospitalis_1	1170	172	146	275	0.663641520136132	0.0975609756097561	0.0828133862733976	0.155984117980715	Nasutitermitinae	2	1
BUidUT_Blattella_lituricollis_1	749	522	50	101	0.526722925457103	0.367088607594937	0.0351617440225035	0.0710267229254571	Ectobiidae1	0	0
BV_Blattella_vaga_1	850	475	35	97	0.583390528483185	0.326012354152368	0.0240219629375429	0.0665751544269046	Ectobiidae1	0	0
CA10_Synacanthotermes_sp._1	1222	140	178	257	0.680022259321091	0.0779076238174736	0.099053978853645	0.143016138007791	Macrotermitinae	2	1
CA11_Duplidentitermes_sp._1	1255	200	96	197	0.717963386727689	0.11441647597254	0.0549199084668192	0.112700228832952	Apicotermitinae	2	1
CA12_Astalotermes_Cameroon_1	1164	235	168	193	0.661363636363636	0.133522727272727	0.0954545454545455	0.109659090909091	Apicotermitinae	2	1
CA13_Ophiotermes_sp._1	1097	203	207	291	0.610122358175751	0.112903225806452	0.115127919911012	0.161846496106785	Cubitermitinae	2	1
CA15_Apicotermitinae_gen.B_Cameroon_1	1256	213	81	172	0.72938443670151	0.123693379790941	0.0470383275261324	0.099883855981417	Apicotermitinae	2	1
CA18_Amalotermes_phaeocephalus_Cameroon_1	1183	210	117	203	0.690601284296556	0.122591943957968	0.0683012259194396	0.118505545826036	Apicotermitinae	2	1
CA1_Cubitermes_fungifaber_1	1226	226	92	158	0.720329024676851	0.132784958871915	0.0540540540540541	0.0928319623971798	Cubitermitinae	2	1
CA20_Leptomyxotermes_doriae_1	1092	227	177	245	0.627225732337737	0.130384836300976	0.101665709362435	0.140723721998851	Nasutitermitinae	2	1
CA25_Pericapritermes_nigerianus_1	1181	244	94	211	0.682658959537572	0.141040462427746	0.0543352601156069	0.121965317919075	Pericapritermes-group	2	1
CA26_Sphaerotermes_sphaerothorax_1	1156	222	113	241	0.66743648960739	0.128175519630485	0.0652424942263279	0.139145496535797	Sphaerotermitinae	2	1
CA27_Acanthotermes_acanthotorax_Cameroon_1	1245	150	111	275	0.699045480067378	0.0842223469960696	0.0623245367770915	0.154407636159461	Macrotermitinae	2	1
CA35_Basidentitermes_aurivillii_Cameroon_1	1211	253	85	137	0.718268090154211	0.15005931198102	0.0504151838671412	0.0812574139976275	Cubitermitinae	2	1
CA37_Sphaerotermes_sp.A_1	1175	229	111	232	0.672581568402977	0.131081854607899	0.0635374928448769	0.132799084144247	Sphaerotermitinae	2	1
CA38_Aderitotermes_sp_Cameroon_1	1263	213	65	177	0.735157159487776	0.123981373690338	0.0378346915017462	0.10302677532014	Apicotermitinae	2	1
CA8_Postsubulitermes_parviconstrictus_1	1242	212	57	190	0.73015873015873	0.124632569077014	0.0335097001763668	0.111699000587889	Nasutitermitinae	2	1
CA9_Jugositermes_tuberculatus_1	1267	180	103	213	0.718661372660238	0.102098695405559	0.0584231423709586	0.120816789563244	Apicotermitinae	2	1
CAM16-31_NODE_1_length_16055_cov_206745_ID_2275_1	1101	243	90	233	0.660467906418716	0.145770845830834	0.0539892021595681	0.139772045590882	Kalotermitidae	1	1
Carbrunneria_paramaxi_1	714	506	42	226	0.479838709677419	0.34005376344086	0.0282258064516129	0.151881720430108	Ectobiidae1	0	0
CHI15-157_NODE_1_length_15696_cov_532996_ID_1259_1	1144	207	103	183	0.698839340256567	0.126450824679291	0.062919975565058	0.111789859499084	Kalotermitidae	1	1
CHI15-24_1	1139	188	149	232	0.666861826697892	0.110070257611241	0.0872365339578454	0.135831381733021	Kalotermitidae	1	1
CHI15-75_1	1137	297	35	127	0.712406015037594	0.18609022556391	0.0219298245614035	0.0795739348370927	Kalotermitidae	1	1
CHI15-85_NODE_1_length_15781_cov_415385_ID_1981_1	1182	189	112	229	0.690420560747664	0.110397196261682	0.0654205607476635	0.133761682242991	Kalotermitidae	1	1
COL17-26_NODE_1_length_15512_cov_173959_ID_51_1	976	289	131	315	0.570426651081239	0.168907071887785	0.0765634132086499	0.184102863822326	Kalotermitidae	1	1
